county,FIPS,Latitude,Longitude,JanTmp,JulTmp,JanSun,JulSun,Elevtn,#mcd,T,U,S,totalpop,p1,p2,p3
MONTGOMERY 4,7125,365324,87374,379,792,126,282,382,7,157.4077,157.0453,157.5117,83342,53399,8797,8340
MOORE      4,7127,352836,86351,397,772,126,282,1072,2,116.431,112.4496,116.431,4510,2427,2083,0
MORGAN     4,7129,361000,84585,345,729,126,274,1810,5,126.7653,120.8448,128.8856,16604,4343,3945,2904
OBION      4,7131,363925,89078,359,784,151,321,320,7,140.5686,139.4279,140.9846,32781,15747,4845,4360
OVERTON    4,7133,363646,85308,345,729,126,274,1810,6,129.8395,127.9014,130.7263,17575,7083,3331,2090
PERRY      4,7135,356407,87844,375,770,126,282,750,2,121.3262,119.3627,121.3262,6111,3919,2192,0
PICKETT    4,7137,365613,85122,373,773,126,274,550,3,115.412,114.1574,115.412,4358,2732,1032,594
POLK       4,7139,351109,84523,383,755,126,265,1535,4,128.2968,125.1914,128.6816,13602,5870,3444,2584
PUTNAM     4,7141,361594,85503,345,729,126,274,1810,4,151.1504,150.8601,151.2003,47690,34781,5253,4699
RHEA       4,7143,355655,84954,387,773,126,265,785,2,141.4232,139.8362,141.4232,24235,16199,8036,0
ROANE      4,7145,358931,84537,387,773,126,265,755,5,143.8977,139.7145,145.0744,48425,16063,10115,10023
ROBERTSON  4,7147,365002,86856,365,776,126,282,745,6,145.3618,145.0041,145.5519,37021,23177,4465,2716
RUTHERFORD 4,7149,358738,86413,401,789,126,282,550,7,156.2687,154.8145,156.3925,84058,45749,21285,3795
SCOTT      4,7151,364433,84492,378,760,126,274,1100,5,130.5805,125.7884,131.6972,19259,6118,4987,3230
SEQUATCHIE 4,7153,353598,85401,376,746,126,274,1930,2,127.2358,126.4183,127.2358,8605,6391,2214,0
SEVIER     4,7155,358355,83566,383,740,126,265,1454,7,141.1999,139.3563,142.2563,41418,15669,7187,4455
SHELBY     4,7157,351317,89972,405,816,151,321,563,7,194.6306,194.6189,194.632,777113,722123,27525,9715
SMITH      4,7159,362446,85950,390,780,126,282,540,3,131.9703,126.937,131.9703,14935,6625,6365,1945
STEWART    4,7161,364872,87789,377,777,126,282,475,4,123.834,120.396,123.834,8665,4210,2899,1555
SULLIVAN   4,7163,365374,82404,364,752,126,265,1525,5,164.4479,163.265,164.5935,143968,82180,31047,15479
SUMNER     4,7165,364080,86520,365,776,126,282,745,7,154.5127,152.3306,154.7892,85790,38513,20447,10290
TIPTON     4,7167,355031,89716,389,801,151,321,310,7,138.0393,133.1104,138.7853,32930,10163,9022,4457
TROUSDALE  4,7169,363931,86158,390,780,126,282,540,1,125.8332,125.8332,125.8332,6137,6137,0,0
UNICOI     4,7171,361366,82407,385,762,126,265,1320,3,134.3357,133.0862,134.3357,16362,10146,3381,2835
UNION      4,7173,362527,83806,406,782,126,265,980,3,128.7957,125.3479,128.7957,11707,5934,4454,1319
VAN BUREN  4,7175,357277,85462,400,773,126,274,940,3,115.8536,114.1363,115.8536,4728,2728,1015,985
WARREN     4,7177,356900,85719,400,773,126,274,940,6,141.4038,140.3729,141.7446,32653,16813,5387,3796
WASHINGTON 4,7179,363191,82409,385,762,126,265,1320,5,159.6865,159.5156,159.8039,88755,63372,7112,6763
WAYNE      4,7181,352516,87780,375,770,126,282,750,4,127.226,123.035,128.2143,13946,5055,3525,2776
WEAKLEY    4,7183,362874,88767,382,794,151,321,387,7,139.2201,137.4997,139.9352,32896,13777,5891,4052
WHITE      4,7185,359300,85485,345,729,126,274,950,5,131.3471,129.359,132.5865,19567,7836,3347,2878
WILLIAMSON 4,7187,359250,86878,391,780,126,282,670,6,147.9723,143.4284,148.3923,58108,20779,18026,7343
WILSON     4,7189,361942,86341,383,796,126,282,590,6,146.0569,141.9445,146.96,56064,18748,15024,6662
ANDERSON   4,8001,317815,95632,468,830,163,331,600,5,146.1737,145.4231,146.2828,38381,23860,6728,4143
ANDREWS    4,8003,323223,102544,422,801,216,340,3615,2,135.2173,135.068,135.2173,13323,11640,1683,0
ANGELINA   4,8005,313181,94715,488,830,163,331,281,5,153.9386,153.538,154.1005,64172,41875,7654,6446
ARANSAS    4,8007,280222,97068,549,837,159,333,15,2,134.8163,134.1851,134.8163,14260,10949,3311,0
ARCHER     4,8009,336445,98636,414,856,162,334,900,2,123.3208,119.4398,123.3208,7266,3940,3326,0
ARMSTRONG  4,8011,350691,101379,360,787,216,340,3607,2,106.0677,105.1964,106.0677,1994,1468,526,0
ATASCOSA   4,8013,289780,98557,530,852,157,349,480,5,137.4146,132.4288,137.5868,25055,9694,8847,3916
AUSTIN     4,8015,298598,96230,530,840,159,333,201,4,132.6453,128.7863,132.9077,17726,7531,5834,2467
BAILEY     4,8017,341789,102764,362,779,216,340,3780,2,127.7452,127.5008,127.7452,8168,6889,1279,0
BANDERA    4,8019,297287,99117,485,810,205,342,1422,2,125.0907,124.6404,125.0907,7084,5650,1434,0
BASTROP    4,8021,301591,97302,500,845,159,333,324,4,134.9219,129.2035,136.1586,24726,7752,6623,5368
BAYLOR     4,8023,335902,99266,404,845,200,344,1294,2,120.386,120.1297,120.386,4919,4133,786,0
BEE        4,8025,284080,97751,540,844,159,333,255,3,144.0684,143.9071,144.0684,26030,21480,2483,2067
BELL       4,8027,310986,97565,471,846,162,334,700,9,162.8232,158.9785,163.1021,157889,61056,47507,19172
BEXAR      4,8029,294327,98507,507,847,159,333,788,3,198.8825,198.8812,198.8826,988800,970336,9880,8584
BLANCO     4,8031,302067,98408,472,828,205,342,1350,2,116.9512,112.7554,116.9512,4681,2479,2202,0
BORDEN     4,8033,328007,101397,412,824,200,344,2325,2,92.5456,88.9178,92.5456,859,475,384,0
BOSQUE     4,8035,318622,97598,467,846,162,334,1095,5,128.5404,124.0621,128.693,13401,5428,4738,1704
BOWIE      4,8037,334399,94196,430,823,163,331,362,6,156.2129,155.9642,156.3859,75301,49544,6910,6194
BRAZORIA   4,8039,291852,95414,536,823,146,302,27,4,163.5674,158.1318,164.3307,169587,57576,52033,31942
BRAZOS     4,8041,306474,96354,502,844,163,331,314,4,162.7928,162.7341,162.8138,93588,79211,5477,4614
BREWSTER   4,8043,302794,103589,458,772,249,349,4455,2,127.5156,127.4378,127.5156,7573,6859,714,0
BRISCOE    4,8045,344362,101232,383,789,216,340,3280,2,108.7531,106.5105,108.7531,2579,1608,971,0
BROOKS     4,8047,272015,98148,567,863,157,349,120,2,128.9028,128.8035,128.9029,8428,7540,888,0
BROWN      4,8049,317273,98984,446,846,162,334,1435,4,146.3867,146.0478,146.3987,33057,24916,5074,2028
BURLESON   4,8051,304898,96618,502,844,159,333,314,4,128.0632,125.7057,128.1962,12313,6083,3130,2123
BURNET     4,8053,307022,98210,466,854,205,342,1040,4,134.4957,130.4968,134.5261,17803,8479,7154,1443
CALDWELL   4,8055,298284,97697,513,849,159,333,718,3,138.1282,134.9735,138.1282,23637,11564,6526,5547
CALHOUN    4,8057,285894,96619,549,837,146,302,15,4,137.6897,137.093,137.7185,19574,13394,3498,1799
CALLAHAN   4,8059,323269,99398,437,839,162,334,1738,3,128.2251,126.6866,128.2251,10992,6511,2379,2102
CAMERON    4,8061,260599,97550,603,844,149,341,19,5,170.4817,166.3577,170.5051,209727,101828,89070,7994
CAMP       4,8063,329836,94970,435,823,163,331,416,2,130.1882,130.0738,130.1882,9275,8234,1041,0
CARSON     4,8065,353765,101274,360,787,216,340,3440,2,122.0582,117.7643,122.0582,6672,3508,3164,0
CASS       4,8067,330768,94309,435,823,163,331,310,5,139.7041,137.6994,139.995,29430,13969,5841,5329
CASTRO     4,8069,345178,102263,365,774,216,340,3810,2,129.4456,127.877,129.4456,10556,7071,3485,0
CHAMBERS   4,8071,297963,94634,539,832,146,302,7,3,134.1012,129.1064,134.1012,18538,7700,5905,4933
CHEROKEE   4,8073,318826,95197,468,830,163,331,600,6,143.4401,141.4298,143.7153,38127,18091,9627,3536
CHILDRESS  4,8075,344342,100212,397,832,200,344,1698,2,127.3561,127.3534,127.3561,6950,6819,131,0
CLAY       4,8077,338381,98210,414,856,162,334,900,3,126.3693,124.8432,126.3693,9582,5730,2324,1528
COCHRAN    4,8079,336934,102769,391,797,216,340,3254,2,120.0521,119.78,120.0521,4825,4034,791,0
COKE       4,8081,318997,100426,464,847,205,342,2290,2,111.4339,107.0304,111.434,3196,1667,1529,0
COLEMAN    4,8083,318018,99420,465,835,200,344,1711,4,128.1099,127.3174,128.1651,10439,6802,2156,851
COLLIN     4,8085,331234,96623,424,830,162,334,610,8,166.6046,166.2761,166.6457,144576,101253,21232,5196
COLLINGSWO 4,8087,348825,100168,391,829,200,344,2100,2,120.4889,120.4132,120.4889,4648,4215,433,0
COLORADO   4,8089,296426,96519,530,840,159,333,201,4,132.6059,128.451,133.0178,18823,7358,5211,3875
COMAL      4,8091,297237,98153,513,849,159,333,718,2,148.3083,147.6508,148.3083,36446,27844,8602,0
COMANCHE   4,8093,319717,98566,446,846,162,334,1345,3,130.0003,127.3471,130.0003,12617,6816,4284,1517
CONCHO     4,8095,313214,99883,474,832,205,342,2060,2,110.9121,109.3884,110.9122,2915,1963,952,0
COOKE      4,8097,336264,97162,420,839,162,334,758,5,139.7275,138.9178,140.0786,27656,15200,4026,3352
CORYELL    4,8099,312484,97807,479,855,162,334,850,8,149.6832,144.5623,149.7122,56767,22478,21151,8659
COTTLE     4,8101,340220,100292,397,832,200,344,1890,2,113.6081,113.4873,113.6081,2947,2608,339,0
CRANE      4,8103,313895,102358,465,846,249,349,2454,2,120.7642,120.7314,120.7642,4600,4309,291,0
CROCKETT   4,8105,307271,101239,465,846,205,342,2454,2,121.0022,120.9836,121.0022,4608,4385,223,0
CROSBY     4,8107,336622,101350,390,800,216,340,3021,3,123.4897,117.7808,123.4897,8859,3512,3215,2132
CULBERSON  4,8109,310795,104776,445,805,249,349,4060,2,114.9611,114.7725,114.9611,3315,2851,464,0
DALLAM     4,8111,361211,102568,338,774,216,340,3989,2,125.4249,125.3528,125.4249,6531,5936,595,0
DALLAS     4,8113,328025,96791,454,857,162,334,481,2,201.2305,199.2238,201.2305,1556390,993654,562736,0
DAWSON     4,8115,327349,101948,403,806,216,340,2965,5,136.3069,136.2033,136.3551,16184,12593,1169,963
DEAF SMITH 4,8117,348426,102415,365,774,216,340,3840,2,142.6759,142.6342,142.6759,21165,19666,1499,0
DELTA      4,8119,333841,95702,415,830,162,334,542,2,118.9854,118.2058,118.9854,4839,3617,1222,0
DENTON     4,8121,331877,97100,448,841,162,334,630,7,160.3221,156.1982,160.8702,143126,50354,41820,14376
DE WITT    4,8123,291028,97324,529,844,159,333,194,4,133.4348,130.3291,133.6624,18903,8381,4711,3950
DICKENS    4,8125,335618,100855,421,843,200,344,1403,2,113.2802,110.9408,113.2802,3539,2186,1353,0
DIMMIT     4,8127,285045,99814,534,869,157,349,600,3,130.7172,130.2029,130.7172,11367,8308,1989,1070
DONLEY     4,8129,349253,100823,391,829,200,344,2100,2,116.8739,116.3118,116.8739,4075,3172,903,0
DUVAL      4,8131,277145,98412,557,856,157,349,201,4,126.9981,121.7118,127.2386,12517,4612,3924,2756
EASTLAND   4,8133,323565,98833,440,831,162,334,1738,5,130.7029,124.2757,131.7563,19480,5509,5479,3689
ECTOR      4,8135,318663,102377,436,823,249,349,3156,2,166.7412,166.6545,166.7412,115374,103944,11430,0
EDWARDS    4,8137,299937,100214,456,807,205,342,2320,2,106.3159,105.4206,106.3159,2033,1491,542,0
ELLIS      4,8139,323720,96769,438,843,162,334,420,6,149.5353,146.968,149.8612,59743,26557,16236,6154
EL PASO    4,8141,317871,106418,436,823,249,349,3918,4,187.0231,186.9881,187.0302,479899,425502,24954,16070
ERATH      4,8143,321995,98228,440,831,162,334,1502,4,140.073,139.5828,140.113,22560,15917,3963,1453
FALLS      4,8145,312605,96937,471,846,162,334,700,6,132.3044,130.8663,132.6997,17946,8699,3459,2175
FANNIN     4,8147,335614,96142,434,834,162,334,566,7,133.8627,131.9044,134.8534,24285,9348,4200,3101
FAYETTE    4,8149,298456,96884,500,845,159,333,324,6,129.0431,125.0009,130.4649,18832,5793,4162,2809
FISHER     4,8151,327975,100420,412,824,200,344,1980,3,119.4301,116.0687,119.4301,5891,3119,2369,403
FLOYD      4,8153,340418,101374,383,789,216,340,3370,2,127.854,124.966,127.854,9834,5779,4055,0
FOARD      4,8155,339935,99694,389,841,200,344,1451,2,108.8892,108.7267,108.8892,2158,1875,283,0
FORT BEND  4,8157,295658,95732,522,836,146,302,85,7,159.4046,156.0721,159.88,130846,49916,32533,20117
FRANKLIN   4,8159,331323,95231,435,823,163,331,416,2,124.0494,123.2418,124.0494,6893,5128,1765,0
FREESTONE  4,8161,316902,96218,468,830,163,331,600,4,130.0763,124.8306,130.2972,14830,5725,5524,2129
FRIO       4,8163,288513,99102,530,852,157,349,635,3,132.9681,132.1037,132.9681,13785,9478,3193,1114
GAINES     4,8165,327893,102629,422,801,216,340,3615,2,132.7793,131.4275,132.7793,13150,9044,4106,0
GALVESTON  4,8167,293738,94931,539,832,146,302,7,4,169.6033,167.3458,169.6065,195940,109046,62395,21829
GARZA      4,8169,332046,101390,412,824,200,344,2620,2,121.0006,120.5494,121.0006,5336,4255,1081,0
GILLESPIE  4,8171,302888,98879,483,821,205,342,1747,3,133.1945,132.7088,133.1945,13532,9884,2099,1549
GLASSCOCK  4,8173,318562,101500,436,823,216,340,2634,2,98.5723,94.9785,98.5723,1304,723,581,0
GOLIAD     4,8175,286884,97413,553,849,159,333,160,3,118.4823,117.628,118.4823,5193,3475,1005,713
GONZALES   4,8177,294731,97495,529,844,159,333,235,6,132.0719,130.921,132.3611,16883,8732,3246,1629
GRAY       4,8179,355131,100929,346,795,216,340,2744,3,144.9605,144.8815,144.9605,26386,22981,1797,1608
GRAYSON    4,8181,336672,96605,417,836,162,334,716,3,161.6756,161.4298,161.6757,89796,72364,12562,4870
GREGG      4,8183,324878,94782,462,835,163,331,330,6,160.9681,160.7257,161.0499,99487,68917,10471,7258
GRIMES     4,8185,304622,96024,492,836,163,331,494,2,133.2641,131.9368,133.2641,13580,9369,4211,0
GUADALUPE  4,8187,295723,98029,497,843,159,333,405,6,143.4251,141.2388,144.4764,46708,17853,8222,6726
HALE       4,8189,341283,101752,383,789,216,340,3370,4,148.0081,147.771,148.0532,37592,28077,3719,3537
HALL       4,8191,346379,100609,397,832,200,344,1951,4,118.8374,118.2893,118.9717,5594,3638,793,645
HAMILTON   4,8193,317436,98102,467,846,162,334,1268,2,126.5252,125.5651,126.5252,8297,6024,2273,0
HANSFORD   4,8195,362298,101275,341,793,216,340,3090,2,121.6093,119.7477,121.6093,6209,4025,2184,0
HARDEMAN   4,8197,342882,99691,389,841,200,344,1495,3,122.3478,121.5861,122.3478,6368,4572,1496,300
HARDIN     4,8199,303225,94269,508,815,163,331,175,5,143.3374,140.3892,143.7734,40721,16832,9808,6844
HARRIS     4,8201,297558,95351,521,833,146,302,96,6,209.342,209.2787,209.3572,2409547,1994880,150842,111107
HARRISON   4,8203,325414,94372,454,833,163,331,352,4,149.0426,146.9887,149.171,52265,26595,11314,10246
HARTLEY    4,8205,360078,102519,338,774,216,340,3989,2,116.613,116.0779,116.613,3987,3121,866,0
HASKELL    4,8207,331950,99776,421,843,200,344,1605,5,122.4843,121.5133,122.5666,7725,4549,1269,1171
HAYS       4,8209,299246,97944,493,835,159,333,600,3,148.3605,147.6352,148.3605,40594,27814,6675,6105
HEMPHILL   4,8211,358832,100346,346,795,216,340,2744,2,120.1633,119.2778,120.1633,5304,3896,1408,0
HENDERSON  4,8213,322120,95862,475,822,163,331,456,4,145.7026,140.5138,145.8725,42606,16978,16608,5265
HIDALGO    4,8215,262188,98148,594,849,149,341,122,8,171.0789,168.7623,171.6154,283229,120296,62171,40188
HILL       4,8217,319969,97119,453,849,162,334,550,6,136.1601,134.3567,136.7188,25024,11080,5132,2921
HOCKLEY    4,8219,335931,102343,391,797,216,340,3254,4,141.5993,141.4625,141.6513,23230,18132,1880,1662
HOOD       4,8221,324347,97820,467,846,162,334,1095,2,138.1994,137.6984,138.1994,17714,13968,3746,0
HOPKINS    4,8223,331274,95585,435,823,163,331,495,5,139.7693,139.2537,139.9622,25247,15558,3320,2629
HOUSTON    4,8225,313178,95448,477,837,163,331,480,5,135.5557,132.972,135.7635,22299,10066,4964,4359
HOWARD     4,8227,322560,101460,440,830,216,340,2500,3,148.4227,148.3556,148.4227,33142,29238,2381,1523
HUDSPETH   4,8229,315057,105438,445,805,249,349,4060,3,106.3678,100.954,106.3678,2728,1094,857,777
HUNT       4,8231,331515,96062,424,830,162,334,610,7,148.9732,147.4615,149.1307,55248,27481,9670,9087
HUTCHINSON 4,8233,356894,101414,346,795,216,340,2744,2,145.0566,144.9123,145.0566,26304,23030,3274,0
IRION      4,8235,312496,100873,464,847,205,342,2180,2,102.539,102.384,102.539,1386,1208,178,0
JACK       4,8237,331998,98184,452,848,162,334,1098,3,124.3049,123.7667,124.3049,7408,5318,1103,987
JACKSON    4,8239,289716,96588,535,844,146,302,70,4,130.0404,128.6921,130.2013,13352,7482,2934,1702
JASPER     4,8241,307316,93986,508,815,163,331,175,3,142.0709,139.0501,142.0709,30781,15340,8980,6461
JEFF DAVIS 4,8243,306362,104005,421,704,249,349,6790,2,103.3058,102.4317,103.3058,1647,1212,435,0
JEFFERSON  4,8245,300023,94046,520,830,146,302,16,5,173.5552,168.5858,173.5613,250938,118833,118067,7875
JIM HOGG   4,8247,272859,98692,565,879,157,349,491,2,122.6016,122.5798,122.6017,5168,4898,270,0
JIM WELLS  4,8249,277097,98078,557,856,157,349,201,3,148.3206,148.0529,148.3206,36498,28631,4095,3772
JOHNSON    4,8251,324031,97340,448,848,162,334,537,5,151.9582,147.5984,152.0439,67649,27743,22132,12212
JONES      4,8253,327663,99868,437,839,200,344,1762,5,128.8043,123.3232,130.32,17268,5157,3994,3783
KARNES     4,8255,288716,97864,553,849,159,333,393,5,128.0407,124.4527,128.3832,13593,5577,4117,1759
KAUFMAN    4,8257,326578,96376,438,843,162,334,420,6,141.7802,139.8406,142.5178,39015,16204,7704,4653
KENDALL    4,8259,298631,98771,485,810,205,342,1422,2,130.0337,129.0106,130.0337,10635,7649,2986,0
KENEDY     4,8261,270166,97745,567,863,157,349,38,1,90.8481,90.8481,90.8481,543,543,0,0
KENT       4,8263,332540,100654,412,824,200,344,2620,2,97.739,96.5821,97.739,1145,808,337,0
KERR       4,8265,300488,99161,456,807,205,342,1642,3,144.3519,143.8714,144.3519,28780,21427,5191,2162
KIMBLE     4,8267,304914,99750,473,830,205,342,1760,2,116.985,116.4971,116.985,4063,3213,850,0
KING       4,8269,336885,100330,421,843,200,344,1403,1,87.3132,87.3132,87.3132,425,425,0,0
KINNEY     4,8271,293099,100407,508,867,205,342,1120,1,111.5419,111.5419,111.5419,2279,2279,0,0
KLEBERG    4,8273,275052,97849,563,848,159,333,59,2,149.5511,149.532,149.5511,33358,31722,1636,0
KNOX       4,8275,334741,99684,438,846,200,344,1403,4,115.1382,111.0656,115.4851,5329,2205,1797,678
LAMAR      4,8277,336625,95540,415,830,162,334,524,8,148.235,148.073,148.3456,42156,28671,3079,3030
LAMB       4,8279,340296,102328,383,789,216,340,3370,4,133.6635,132.2129,134.1354,18669,9550,3247,3126
LAMPASAS   4,8281,311019,98187,458,835,205,342,1024,3,133.0482,132.8987,133.0482,12005,10015,1240,750
LA SALLE   4,8283,283835,99241,518,856,157,349,569,2,122.1779,121.9599,122.1779,5514,4692,822,0
LAVACA     4,8285,294185,97047,529,844,159,333,235,4,132.5655,127.3492,133.0268,19004,6817,5960,3712
LEE        4,8287,302648,96951,497,846,159,333,330,3,128.0648,126.425,128.0648,10952,6394,2432,2126
LEON       4,8289,313113,96020,477,837,163,331,330,5,118.8947,112.402,120.9983,9594,2419,2214,1908
LIBERTY    4,8291,301597,94868,519,831,146,302,35,4,147.8721,144.8148,148.0082,47088,22875,16068,4243
LIMESTONE  4,8293,316226,96536,457,837,162,334,529,7,135.4875,134.3866,135.6363,20224,11103,4273,1438
LIPSCOMB   4,8295,363509,100301,342,795,216,340,2780,3,111.7705,108.8798,111.7705,3766,1895,1035,836
LIVE OAK   4,8297,283930,98129,540,844,157,349,150,2,127.6099,125.0532,127.6099,9606,5814,3792,0
LLANO      4,8299,307393,98591,466,854,205,342,1040,2,128.0902,123.5204,128.0902,10144,5228,4916,0
LOVING     4,8301,317788,103543,441,848,249,349,2807,1,65.0779,65.0779,65.0779,91,91,0,0
LUBBOCK    4,8303,335712,101863,391,797,216,340,3254,4,175.6308,175.6112,175.6341,211651,193385,8116,6019
LYNN       4,8305,331771,101798,391,797,216,340,3120,3,125.4001,124.3567,125.4001,8605,5540,1732,1333
MCCULLOCH  4,8307,311542,99343,453,827,205,342,1722,3,128.4238,128.2675,128.4238,8735,7265,930,540
MCLENNAN   4,8309,315531,97152,470,856,162,334,500,9,170.8676,170.8436,170.8974,170755,138965,5754,5591
MCMULLEN   4,8311,284128,98534,518,856,157,349,569,1,96.2388,96.2388,96.2388,789,789,0,0
MADISON    4,8313,310225,95957,477,837,163,331,330,3,127.0263,123.9473,127.0263,10649,5385,3522,1742
MARION     4,8315,327869,94372,454,833,163,331,352,2,128.3876,123.479,128.3877,10360,5213,5147,0
MARTIN     4,8317,322290,101833,440,830,216,340,2500,2,118.0599,116.9,118.0599,4684,3304,1380,0
MASON      4,8319,307534,99212,473,830,205,342,1586,2,115.8896,115.5315,115.8897,3683,3005,678,0
MATAGORDA  4,8321,289187,95999,550,840,146,302,10,4,146.1964,145.5333,146.3187,37828,24043,5796,4697
MAVERICK   4,8323,287303,100478,513,878,157,349,815,2,148.7639,148.7493,148.7639,31398,30047,1351,0
MEDINA     4,8325,292734,98996,507,849,159,333,901,4,136.9113,132.396,136.9704,23164,9672,7854,4439
MENARD     4,8327,309021,99789,446,846,205,342,1951,2,110.4421,110.3411,110.4421,2346,2097,249,0
MIDLAND    4,8329,319965,102098,436,823,216,340,2851,2,161.3483,161.1575,161.3483,82636,71011,11625,0
MILAM      4,8331,307638,97001,499,845,162,334,390,7,134.1472,130.0088,134.6312,22732,8197,6844,2285
MILLS      4,8333,314929,98566,446,846,162,334,1570,3,115.2472,113.2643,115.2472,4477,2568,1318,591
MITCHELL   4,8335,323956,100844,454,843,200,344,2060,3,127.3501,126.7904,127.3501,9088,6558,1632,898
MONTAGUE   4,8337,336463,97769,414,856,162,334,888,4,133.9395,132.1417,134.044,17410,9503,4670,1937
MONTGOMERY 4,8339,302628,95423,497,831,163,331,245,4,166.2176,166.0613,166.2654,128487,99757,12217,8291
MOORE      4,8341,358953,101943,338,774,216,340,3989,2,138.2914,138.1268,138.2914,16575,14389,2186,0
MORRIS     4,8343,330704,94724,435,823,163,331,416,2,134.131,132.5296,134.131,14629,9762,4867,0
MOTLEY     4,8345,340339,100836,397,832,200,344,2280,2,106.5433,106.1195,106.5433,1950,1565,385,0
NACOGDOCHE 4,8347,316286,94641,471,826,163,331,308,4,152.0359,151.9175,152.0688,46786,37426,3433,3375
NAVARRO    4,8349,320800,96478,457,845,162,334,425,6,146.7208,146.5452,146.7803,35323,25790,2896,2829
NEWTON     4,8351,307149,93751,508,815,163,331,175,4,127.3779,123.7422,127.9003,13254,5309,3160,2913
NOLAN      4,8353,324476,100415,430,820,200,344,2380,3,137.9428,137.6601,137.9428,17359,13931,2684,744
NUECES     4,8355,277508,97441,563,848,159,333,41,6,178.5414,178.511,178.5485,268215,236437,13788,6796
OCHILTREE  4,8357,363717,100808,342,795,216,340,2930,2,130.8839,130.8015,130.8839,9588,8660,928,0
OLDHAM     4,8359,353319,102423,356,773,216,340,4010,2,109.5119,109.3074,109.5119,2283,1952,331,0
ORANGE     4,8361,301119,93844,520,830,146,302,14,4,155.1173,151.1191,155.2973,83838,35411,27142,13859
PALO PINTO 4,8363,327888,98148,445,850,162,334,900,4,141.8143,141.6608,141.8868,24062,18383,1942,1869
PANOLA     4,8365,321650,94333,475,822,163,331,456,5,134.9308,133.4831,135.2356,20724,10429,3712,3224
PARKER     4,8367,327936,97796,448,848,162,334,537,4,145.901,142.6327,146.1719,44609,19664,13159,6962
PARMER     4,8369,345389,102802,365,774,216,340,3840,2,129.3139,124.8784,129.3139,11038,5744,5294,0
PECOS      4,8371,309159,102776,455,815,249,349,3000,3,135.4275,135.1927,135.4275,14618,11741,1898,979
POLK       4,8373,307751,94878,490,826,163,331,178,2,143.225,142.8851,143.225,24407,20011,4396,0
POTTER     4,8375,352154,101837,360,787,216,340,3607,2,165.5437,165.5391,165.5437,98637,96211,2426,0
PRESIDIO   4,8377,300349,104149,501,874,249,349,2590,2,118.6565,115.8778,118.6565,5188,3078,2110,0
RAINS      4,8379,328888,95802,441,850,163,331,516,2,117.7626,115.3382,117.7626,4839,2965,1874,0
RANDALL    4,8381,351255,101878,360,787,216,340,3607,3,158.4253,158.0168,158.4253,75062,57119,12785,5158
REAGAN     4,8383,312391,101469,465,846,205,342,2454,1,120.1367,120.1367,120.1367,4135,4135,0,0
REAL       4,8385,297490,99876,456,807,205,342,2320,1,112.6971,112.6971,112.6971,2469,2469,0,0
RED RIVER  4,8387,335998,95068,430,823,163,331,445,5,130.3883,128.0554,130.7567,16101,7159,3184,3071
REEVES     4,8389,313610,103532,441,848,249,349,2610,2,138.0147,137.9218,138.0147,15801,14186,1615,0
REFUGIO    4,8391,282998,97230,549,837,159,333,15,3,125.444,122.5059,125.444,9289,4873,3254,1162
ROBERTS    4,8393,357466,100712,346,795,216,340,2744,1,102.131,102.131,102.131,1187,1187,0,0
ROBERTSON  4,8395,309619,96587,477,837,163,331,272,4,130.3224,128.5623,130.6674,14653,7415,3284,2100
ROCKWALL   4,8397,329192,96420,454,857,162,334,543,3,132.0175,130.1559,132.0175,14528,8281,3706,2541
RUNNELS    4,8399,318136,99986,443,838,200,344,1575,4,127.9955,123.526,128.1055,11872,5230,4736,1022
RUSK       4,8401,321769,94807,475,822,163,331,456,8,142.2978,140.8854,142.9536,41382,17421,6698,4558
SABINE     4,8403,313378,93904,471,826,163,331,324,3,123.4472,117.5822,123.4472,8702,3464,3437,1801
SAN AUGUST 4,8405,314727,94142,471,826,163,331,324,2,128.0148,127.4819,128.0148,8785,6880,1905,0
SAN JACINT 4,8407,305625,95133,490,826,163,331,178,3,130.0365,129.287,130.0365,11434,7797,1964,1673
SAN PATRIC 4,8409,279662,97436,563,848,159,333,41,5,146.0158,139.4233,147.2486,58013,15742,14004,13196
SAN SABA   4,8411,311910,98770,458,835,205,342,1194,2,122.8647,122.2641,122.8647,6204,4792,1412,0
SCHLEICHER 4,8413,308697,100599,464,847,205,342,2490,2,112.6946,112.5207,112.6947,2820,2439,381,0
SCURRY     4,8415,327085,100916,412,824,200,344,2325,3,139.2874,139.17,139.2874,18192,15468,1691,1033
SHACKELFOR 4,8417,327090,99286,432,841,162,334,1438,2,117.396,117.2153,117.3961,3915,3377,538,0
SHELBY     4,8419,318219,94178,479,825,163,331,325,5,134.6708,132.4689,135.4366,23084,9721,4841,3209
SHERMAN    4,8421,363384,101984,341,793,216,340,3693,2,112.5236,111.4402,112.5236,3174,2263,911,0
SMITH      4,8423,323416,95287,462,835,163,331,330,7,163.3102,163.0981,163.5234,128366,81235,10362,9464
SOMERVELL  4,8425,322361,97751,467,846,162,334,1095,1,120.2029,120.2029,120.2029,4154,4154,0,0
STARR      4,8427,264249,98837,583,856,157,349,176,3,140.8196,138.2506,140.8196,27266,14513,8473,4280
STEPHENS   4,8429,327528,98891,445,850,162,334,1185,2,131.1177,130.9951,131.1177,9926,8777,1149,0
STERLING   4,8431,318330,100997,464,847,205,342,2290,1,102.3601,102.3601,102.3601,1206,1206,0,0
